text,label
rakyat aceh jinoe teungoeh rame meuawai awai keurija bak penjajah nanggroe sbg kaki tangan mafia,negative
nyan sipat beu pat lut peugah meulakei aju bak awaknyan,neutral
hek manteng syeh ki geu padahai awak tanggapi lage saket hana meu phom tujuan lage syeh ki peugah,positive
pengkhianat bangsa aceh kajeut taubat seugolom bangsa aceh bergerak serentak wow basot persatukan bangsa aceh merdeka aceh amin,negative
kiban tapegoet spanduk sigoe tatuleh syeki ase meukurap,negative
acehnyoe ka hanco bidang,neutral
allah hu akbar aceh wajeb merdeka,neutral
hanaaa ubaaat lagunyo,positive
kejet sedara bek le karu mate ureng sayang that sabe saboh agama,positive
ta korupsi hinan taba keno skak,neutral
cukop that peunteng bak peutheun keurajeun aceh darussalam,positive
assalamualaikum wr wb mantap syedara loen sukses sabe salem mata ie abdya kru jme,positive
pheu info loem nyan kha direkam lee intel jawa,neutral
jyeki ka plimplan ka sigosaho baikot pemilukada aceh,neutral
ureung pungo lam media,negative
nyang mangat mangat aju nyang peat peat aju meunyoe katroe agek monyet ketemeung bungoeng pap ase mandum pegoet parte cok umpan keperlean sidroe pungo pungoe,negative
ureung aceh bedoh bek deuk sabeh artis han taloh ngon ureung jawa,neutral
ken mandum nyan nye jadeh prang loem jadeh ku teurajey ikey soe yak duk loem gampoeng han ekk tajak theun tapak si pa i lee kaseepp yg kaa,neutral
bangai banbandum awakkah yg lolos saboh yg seep persen pa yg laeen han seep banbandum,negative
hai begadoh nepebangai ureng nejak ok lemo kedeh,negative
lagee poko lagubrbit aceh hantom e sapu,negative
nyan llagu ureung aceh,neutral
baikot pilkadanyan aceh bangsa aceh wajeb merdeka,negative
papua hana d pebuco rahasia bab media awak papua perjuangan kenyataan kon bak hp tanyow ubena rahasia ka tapwboco bak media penilaian peubud hanalee tingai cerita cerita sagai,neutral
lagu aceh paleng cool petikan gitar spanyol mntab cocok vidio clip,positive
panglima cit cukop that carong,positive
peeh kha pega tanyo mandum korban politik,neutral
syehki kasigo sapue pengkhianat yg paleng rayek pukoe majih,negative
lepi jantong tadengo melodi,positive
pane aneuk buah paulus lom nyoe ma jih paulus peunikah awai tgk munafek bandum dipeugah le aneuk bajeung nyan,negative
bangaeii bandumnyoe pitnah nyata,negative
sapue tan jeut keuh ka kayak ceramah,negative
nyoe yg cocok bak abu tayukalon,neutral
ka katupeu hancoe nyan chit ka pileh,neutral
allah gekeubah sidrotek yg jroh abusyik,neutral
haba si imran hana bak pakek reloh pa,neutral
hahahahahahahahah kawen lom,neutral
loen ureung aceh loen arok tat ngon lagu nyoe mantul tat lagu nyoe,positive
usaha gobnyan seumaken meutamah uroe seumaken maju,positive
buet hana get ngon pike keu get,positive
bereh bereh lagu bek panik sukai lagu,positive
nekjih that geugaseh keu jih,positive
jroh tat,positive
hahahahaha bereh that abusiek,positive
butoi,neutral
aci neusimak sigoe ayat yg geubaca lee mualem,neutral
awak aceh dimalasya sabe kuenoeng puecroek awak laen mangat sare ditamoeng uaceh,neutral
ion ckup galak ngen lg ach,positive
ka pakat irwandi lom jak cok bude uluwa nanggroe ngon pesawat pribadi jih pakat turki lom pakat negara laen bantu aceh,negative
asai ka buka pilkada le pemerintah memilih ka cek cok sare keu droe droe tpi damain terjaga,positive
bereh jak jak bak loen beuh,positive
beuabeh,neutral
keutanggohan laseuka ngon ahli lam keurajaan,positive
syehky bereh,positive
kapoh aju keudeh,negative
setuju abang si imran alm lem keuripet anggota gam,neutral
hana abu syik,neutral
meuyoe peugah haba ticem jeut ipeugah haba,neutral
hayeu hayeu apache brse sesuai dgn nama apachebrmantapp that aju karyamu,positive
adoh gabuk pemilu aceh pphampho aju mentang paneng,neutral
kapileh laju le awakkah,neutral
bek meulho hai,neutral
inong pengikut dajjal,negative
good,positive
beutoi aduen,neutral
nyaen darma putra nyoe,neutral
hana ubat apache,positive
nyo baroe lagu aceh berkualitas,positive
pdum droe lam pa nyan catat jeut tumbal singoh,neutral
mantap nyan tgk ureng aceh ka gadoh sejarah wajeb purunou lom sejarah mudamudahan beu sehat sabe tgk rk puteh nyan aset bangsa aceh,neutral
that raya reuboh,neutral
long kaleuh beh payah sipak on puleot,neutral
pajan syit ta peumardeka atjeh nyo kon jino nyang ter atjeh kiban hi jeut merdeka,neutral
peunteng kupi bek tinggai,neutral
pat peng makeh kayak bloe bude panglima pukoimakeh,negative
butoi that abu syik pugah nyan,neutral
katemenak lom bak media lagei abu laot mebulei han me ta e,neutral
teupat that lagee tgk fadlon peugah,neutral
pudep lagu nyo ikeu poma jeut bagah dipeukawen,neutral
bek panik jambi,neutral
that nyan,neutral
pah rya abb kah agoe meran ase,negative
meuwot gam brken kajak rhak ucoeng u kdeh,negative
awak loen ngen mualem pajan ne undang sigoe,neutral
prak nyo prak jeh papua karab merdeka sak re aceh gadoh prak bak media,neutral
manttappo,positive
ka nyan bek tuwe pajak,neutral
jinoe gam hanalee yg mat nanggroe jinoe am woe bak asai meutuah ureung atjeh,neutral
pue nyan urueng guetanyo kon awak gop guetanyo manusia bak tapugah hana yg gatanyon dosa gadoh ya hujat gop,neutral
si manah manusia hanyut perahu,negative
ancoh donja persilatan,neutral
saran bacut cewek yg jeut keu model beutoi bak pakek jilbab bek ma keusan pakek jilboobs,neutral
hana urusan ngon jih mundur lam p a semangken na jih muetamah rusak aceh mandum sembunyi mou ngon malek mud andai dibahas dgn butoinawaknyan hanjuednberkuwasa sabe lagei wali soe pileh pakon hana gantoe soejud jaweub,negative
bek ba ba nan ma bek tenak tenak mak gop silahkan berargumen beretika,positive
lubo kaleh gam puko,negative
han lagok le ubat ka mate tanggai,neutral
geusyiek gampong juroeng raya kemukiman bambi,neutral
keun bereh bergek nyoe bak kamoe,positive
hana payah ka target kah aceh ka meurdeka agustus pu kureng lom target nyoe target jeh,neutral
tiktok jih ka ji blok tengku fadlon boh ka jiblok,neutral
aneuk bajeung jeut konflik dum,negative
pakan troeh budee,neutral
meusaboh sajan tnad aju tujuan aceh merdeka,neutral
cehki nyan ureng baye indonesia,negative
cocok that lagu nyan le that awak dum kuliah hna beh brhehehehhe,positive
mbong that lagoe suman,neutral
kayak pap ase le awak kah mndun leh,negative
paken hana neupeuget seyembara logo kanda,neutral
bereh that aneuk tgk mualem hana pakek jelbab peue hana neuba syariat islam nanggroe aceh darussalam bak acara pernikahan aneuk u malaya,negative
nyoek kelopok peuget bangsa aceh,neutral
mantap that lagu nyo sukses sabe apache,positive
syehki alei puntoeng krehki tuha hana utak,negative
teu pupoe bergek bergek ekk manok lhe tat cok lagu goeb brbrmeu bacut hana galak loen keu lagu bergek brbrapache kreatif mantap,neutral
bereh bereh aju br trus brkarya kwanbrkeuthat bereh,positive
pu kameurajah sarang kajak lem pap,negative
aneuk kaplat lagoe pajan idoeng syariat islam bui jeut keu pemimpin,negative
syehki cuak yg diplung konflik,negative
meunyoe meunang lon kali nyoe tapekeng syariat islam aceh,positive
nyo baroe aneuk muda,positive
terbaekkk,positive
pue ka perak nyam,negative
maulaboh,neutral
man cagub hana butoi baca alquran sayang that,negative
muprang bak tiktok pegot nanggro bak media kon kajak pap ma keuh saboh saboh kon,negative
njan kabeutoi lge amel liya pgah ureung ineung kamoe agam manteng kabeu emeudenge lge njan sang jareng tateumeng artis yg lge njan akai njan tergantung bak droeukeuh khalis subhanallah get that akai aneuk ineung gop njan,neutral
ie boh jawa gop yg syahid meprang jih cok laba rijal pasee budok,negative
peh tem mandum nyan,neutral
matap lagu jih,positive
kamo urg perjuangan hana berkecimpung partai partai lokal nkri chit kiban tacok merdeka pasee puko,negative
wali malek so yg angkat jih ji angkat kedro thon aceh phampho n keneng peunget sukarno sampo jino menyo lagenyo sabe aceh hrus merdeka,neutral
keu peu jak teunak ulama,neutral
peu ka lom ka meu prang lom nyo,neutral
kah imran ase aneuk bajeng haram jadah,negative
saket dada wate tadeungo gubernur tanyo bak pidato hahahhahhah,neutral
alhamdulillah kameuso jame nyan mudahan hanjeut keu fitnah keu abu yg jak bak alm abu kuta krungbrbek kalen segi pakayan tapih tanyo kalen ilme agama,neutral
nhan ek ta dukung le yg na mate cit ureung gampong,neutral
kemerdekaan han tercapai menyoe mantong jeut lamit jawa,negative
pungo pusaka nanggroe peu hana teuingat singoh tatinggai nanggroe nyo nyan pusaka rasulullah yg kagetinggai tanyo pu na nemumat bak nyan wate mate nyan yg getanyong singoh,neutral
ma pue urusan kah man jal geuleugoeng buet coem geuntoet si malek ngoen picet beuteh simanah ka kajak meuprak pue urusan kah ka kajak peu takoet goep buet meulieh luboe si malek jih e k lam utak kajak loem beu awai ban saboeh kk,neutral
teuga jeut keu tantra nyang tanggoh,positive
media hoak bek meurubah pembicara dr a hrefhttpmaised mlmaised mla tueh walet,neutral
bereh cut bul yg khen kedro neuh dro jih hana bereh,negative
tapreh jame dale pih ureng tuhu donya nyan tadeng mandum bak jalan batas aceh tapak tuwan lehnya dasar nanggro poin sangsi h a m,neutral
that kereen bhit,positive
mantab,positive
sokongan kamo rayeuk that keu awak droekeuh saleum denmark,positive
shehky bui nyan,negative
bangai that si gam pusaka nyan pemikiran si gam pusaka nyan meu ek pukau pemikiran cit petra g sigo bak si gam pukou pusaka munafek nyan pakon mepukou than jih nyan kasipak uluwa keudeh si pusaka nyan,negative
cukoep meusaneut,positive
aleuh meukawen bek lage lagunyoe behbra hrefhttpswww youtube comwatchvdzosmtrmhttpsyoutu bedzosmtrma,neutral
alhamdulillah getanyoe ta peu saboh drow dgn ulama aceh dgn huru hara lage nyo semoga corona nyoe beu bagah gadoh dgn berkat ulama getnyoe pidie beujroh,positive
si rijal nyan hana ji kiban am kamoe pidie perlei merdeka aceh,neutral
beutoy lage tgk johan pegah merdeka,neutral
hukom mak jih penget kadang hy,negative
hna meupu ratoh lee,neutral
best,positive
mona lon kadi meukawen ngon gop,neutral
nya baroe beutoi,neutral
peugah bu deungo bu wal puk,negative
kee han kajak kah malek muprang mate caheng,neutral
meudeka bangsa aceh,neutral
that anco lagoe abu nyan,neutral
kapuget ma ju inan keunong drop payah klik bangai han gadoh,neutral
masukan video klip lagu pu seubab awaknyan karu tibaquot marahan,neutral
memuliakan tamu,neutral
aslkm butoi that lagee nyan hai saudara loen amin,neutral
from lombok brsedap dengar mangat lagu brberes agam,positive
hana lee gam hay bangai aceh,negative
toke pisang bereh mubut aju bang,neutral
mandum awak dto lam rum nyo tukang bela bangsi calon gubernur yukang tioe,neutral
hoka petinggi gam,neutral
let a keuh sabe ek ta dengoe lagu nyo pkek taks hyy nyak mangat ta karoeke fans dum so jeud asai bek beujelek gob hna glak teuh,neutral
soe yg jak keno garaquot video anak politeknik lhokseumawe tangan,neutral
jih yg pugah hba lon yg takot jih salah pugah hba,neutral
bek peleh le tgk cage pebedoh kelai maruah nanggro,neutral
apache mangat jih artisbrloen pu hana soe turi,neutral
bangsa aceh naneutujan pajan sadar oh katroh bala allah u nanggro aceh nyan baro sadarrrrrrr troh bala nyan,positive
meubahagia hudep nanggroe akhirat nyang abadi,positive
hai bgsa lon neu semike ngon akai dehat jgang ego sekteral yg sehat jngan pecah blah bgsa lon,positive
hai lempap abu syik kah hn katkri hay ok ma keh awak gam lam gle dunia awak nyan kuasai hai lmpap abu syik kawou knou na mplah ulee nyan jet puleh pungo kah,negative
aneuk buah syeki,neutral
yg jak bak pertanian nasional sofyan daud ramli bearti kon lee gam,neutral
mou helsinki ek boh ase,negative
bereh mantap wabub,positive
fadlon fadlon caraberpolitik gata beda jioh ngen ulama aceh bek brat that ka peuteubit narit idiologi buta gata digata belanda ta uroh menteng dokumen aceh yg na mesium belanda kiban aceh beudipulang,neutral
oh mate ka kedroe singoh,neutral
hai katuleh nan vidio ngen basa aceh beh saleum na nautak keu bandum bansa aceh,neutral
oman cocok that nyan,neutral
wate tro sidro nujak uluea nanggro nak pajoh puko,negative
bereh naperubahan kali nyoe,positive
maken ta em tanyoe maken jiejajah,negative
takorupsi inan taba kenoe skak ngakak,neutral
geutanyoe meubahagia hudep donya,positive
imran dawa sabe hana solusi bak jih,neutral
pukoe lumoe,negative
bansa aceh bek terkecoh pnad tam ampsyehki nyoe makheuh group yg koordinir bin jakarta hati bansa aceh bek terpengaruh,neutral
nyoe behe woe kenoe u aceh,neutral
lagu baro leubeh lagak loem ok,positive
hooom haaaiii hek bak ta pike,neutral
bijeh belanda yb caci ulama,negative
hai lempap bek gadoh kaprak haba lua kaduek kawoe keunoe meunyo na kreh keuh bangai awak kah mandum,negative
ekboh mualem tapileh,negative
bereh keren,positive
hati abusyik ngen abu salam nyan ube djap brureg aceh ka musoh ngen pa brnyan ka pehalag lom ureg aceh yg na malaysia brabu salam saban lagei simuran brperjuangan kalinyoe menyoe neugabog ngen peghianat han merde,neutral
berehhhhh,positive
prak laju,neutral
rektor lon hana neu sebot lagoe,neutral
neupeutrang abeuh aduen,neutral
long klon mu awak mulayu mntg d pakek jilbab d malaysia,neutral
sibergex lagu jih lieh leboe goop,negative
semoga pa bek meunan pulom na haramjadah modal nyan padhal bagsa aceh bangsa yg sgt menghormati ulama dikala arah ka metuka ulama berpaling ka jak teunak bit haram,negative
smoga aceh merdeka aceh aman sejahtra dgn imanan,positive
kak ka sep kah po ngo sidro,negative
awak kah pilih kamo hana punggo,neutral
judul laen berita jih laen cakap ni,neutral
bek neutenak sidoe tgk yg penerus rasulullah mengajari agama islam al ulama u warasatul ambya maaf islam jgn yg salah menyalahi,positive
hidup mualem hidup nkri,neutral
gaya lambak,neutral
hana le kibn oh jikalen le keluarga jih,neutral
beutoi abu,neutral
butoi that nyan abu syik peugah,neutral
wali nanggroe soe angkat wali agama soe angkat nyan syara,neutral
nyan kakupateh apache best,positive
muzakir nyo droen meunang ka pike keu rakyat kon keu tumpok nyan,positive
hambo laju aceh cit ata kaanco ngat sigo laju mangat jak eu majih pengkhianat,negative
kamera kureung filter,neutral
pakat pueek bendera ban singom aceh kali nyoe na pat mandum bek kolompok syimuesaboh sigoe wslm,neutral
konten pungo aneuk manyak ciret,negative
hai pu neupeugah rencana muallem dineuk preh taufik wo didayah dineuk ciptakan penganggurah beuleu bumoe aceh jih lheuhnyan jiplung u jawa,negative
kuburan panek,neutral
meu ikeu mali hanjet jih si pki laknatullah jih iluwa ipropaganda tanyo ino diaceh sabe keudro teuh,negative
muale merdeka tni polri pns ka keuneng ek teule jawa,negative
saket sang sinyaknyan syg teuh,neutral
bereh adi laweng,positive
letma neuh ubena ureung nejak peu awam ledroneh sang droneuh kahayeuthat neseumikee gob panyang cit jak sikula s tp hana lagee utak kah,negative
menye prag awai kelompok pa brplung dri bumo aceh,neutral
nyan ureng pengajian pegadoh perjuangan nyan bijeh jaeah,negative
pah raya tem,neutral
lagak tp awak nonton lokal agai,positive
merdeka kanut bu awak kah abeh kapurahob urung dum manluh munang ka kajak letma kuh dum,negative
kabetoi nyan dilangan,neutral
rampagoe,negative
ketua bra ka ibeureukah,neutral
biasaa geumat ak,neutral
bingse raya yan conto pue aco aceh,negative
bereh that apache hana model jiplak kon lage lagu awak laen saboh album ijiplak lagu go wkwkwkw,positive
menyee laloe ngon gutee jawa abeh pade chok cok lee manok,negative
nyo yg ta preh preh bek trep lee neurilis juu bang,neutral
prak nyo prak jetbrabah yg na rayabrkon ta meuprangbrlaju,negative
asei haram jaddah,negative
lage ek bohhhhhhhhhhhhbbbbbbb,negative
huraa abu chik ureng gasin,neutral
lhee that peugah haba peng mou jtkk kah bayer hay kah realisasaikan ho ka ba peng awak kamoe rakyat aceh,negative
yapapma ikeudeh gadoh jiteumeumak dum troh ulama ka jiteunak sang katroh dajjal u aceh a,negative
bek kapeugah salah ulama kajak pap ma keuh keudeh hai asri paleh,negative
pat jeut dikelola awak aceh leu bangai awak aceh,negative
lon setjusaja kebijakan mualem yg aceh merdeka karna indonesia dah kelewat batas bangsa aceh,negative
pakat kamo banda aceh sigoe wabup,neutral
padahai hana panyang tetuleh bak kertah dang eja teks kuweut gobquot bak nyan dek fath ka mereuoh gaki bak dipreh komandan pidato,neutral
bek publo tanoh aceh gereja pwu sewa dak dak dom lom ken tanoh cina ipeusapat ibadah jawa aceh,negative
betoi nyan adun pedampat droneh,neutral
item teunak ureng perno mak dih mano junub raya that haba apanyan,neutral
peu neupega nya brsang lage nye keudhe,neutral
gadoh peubajeng gop allah na geupeugah sibeurangkasoe kheun keugop bajeung drou teuh nyang geucap lee allah aneuk bajeng,negative
hay mualem bek netamah pegaguran le aceh tanoh mulia nyoe yg neken netamah pegaguran nyan kapiral,neutral
long kuneuk prang israel,neutral
kee meidup jantomg mualem peigaj aba,neutral
muprang hawa nafsu manteng,positive
gusuen ngen bangai siet tan jeut sapue yo jih,negative
kaleuh ku like beuh,positive
tanyo hana ta tu sou si malik mahmut br ka neu angkat jeut keu wali nanggro br bangsa lon sayang,neutral
kerren,positive
get that bius bius kah adak peugah barang kapeu jeut pu kepentingan kah bungeh bak media bangai kah hana kajak sikula bangai,negative
jaga beuget aneuk nengroe ata aceh hak eureng aceh makmu aceh aceh,neutral
peu trok kali nyoe sang payah peutrok nyan karab beu mate tamelake beutrok ban hanjat,positive
banda aceh yg pah sunami lom tpi banda aceh krna lee asee online dum apam online kiban ka hudep tanyoe ulama karab beh geucok tpi manusia lage ase dum lgi bak tiktok brat dum buy saket peng yg beuk tayu kerja lampap ma dih,negative
lagei nan honda india apache,neutral
yhai ap goe,neutral
hn tatuoh le jino abu hai,neutral
trep sigoe mangat ma lagu nyo heuh,positive
wap fanatik uroe teuk ureng pungo ipeugah aulia allah,negative
pajan itreun pbb ue aceh bang,neutral
meunyo rame yg dukung abusyik teumeunak woe abusyik eee duek keu pemimpin deh beuh neuduek keu gubernur wali nanggroe ju soe tu oeh kadang aceh makmu merdeka bek sinan uluwa seumeurapa hana,positive
pue jajah mandum hana beutoi dikah watee celeng sedekah keu kah meusiribee peng han katem tiek soe chit yg tulong dayah aceh,neutral
hou ka dewan aceh nyansyariat islam ka reuleuh bek teu ngoit,neutral
aceh ka meuhase geupeuduek droe,positive
hamboe rakan beumeugoyang panggoeng nyan bereih thatnyan saleum aneuk nanggroe,positive
mita peng publoe marwah bangsa aceh sadar adoe sadar bek gadoeh teumeunak pu binatang gob baba pu ko ma bak babah hancoe marwah bangsa tanyoe gara gara lagenyan neumeu adoe,negative
cuetbull nyan kayu yakpabma jikedeh,negative
pidato peu nyo,neutral
jinoe cerita perjuangan bangsa aceh gam meunyoe han jitem lei keuih ubineh laju keudeih,neutral
meuse so ayah jih daerah ken na aneuk jih aneuk jih ayah jih jeut keu cuak lage contoh frenco polisi mengambil pucuk senjata gam ka peuget frenco jinoe bireun,neutral
brat but agebrmemang brat ka,neutral
punyakeit mandum nyan,negative
lagei arakatei,negative
nyoe baro bereeh,positive
mantap apache,positive
yg tem koh koh beudee nyan keuh bodoh goblok,negative
kertas suara ka beuh lam ei raya lee oknum oknum,neutral
goh lom troo troo,neutral
nyang mantong get ka sithon,positive
lagu jih bereh video jih lebeh bereh lom penteng bek cok irama gop manteng pat tinggai ureng droneh ile,positive
hayeu brsesuai dgn nama apache brlanjut karyamu apache,positive
nyan ka kupateeh kreatif betoi,positive
preh,neutral
meu bahasa aceh hana jeut ih awak gayo,neutral
ka cukop muphom adat istiadat rajaraja,positive
mameh,positive
bek pegah gam trou prut umumjih deeeek yg trou yg menjilat kelompok padum padum drou,neutral
prak nyo prak jeehbrkabangai kah beek kapubangai gop,negative
ek boh na bandum bui,negative
obrolan lam keude kupi,negative
persen syaiky mantap persen tgk pusaka bangai,negative
nyan anuek syuhada yg bela malek mahmud bui tuha haramjadah,negative
gadoh kapebangai bangsa hai hai gam bangai bekle katipe bangsa,negative
kiban bahasa aceh koen penduduk hai aceh nyan saboh wilayah,neutral
jinoe peureule proses terstruktur sistematis beuna pola meuarah,neutral
na abeh ka b man han meuhop mate lampu lom,neutral
hamboooo abu shik,neutral
bereh bereh nyan trus berkariya blantika music lgu atjeh lgu gtnyoe,positive
alahom alahom bicara ku bralahom alahom skraang lg teman,neutral
mantappp nyan baroe,positive
raya dhou ngeun mukabrbrraya aba ngeun buet brbrhvondan skal go i krig begge hand man bind fast pa bakken rist lommebok eller blir salamander i kloakken,neutral
bangai metegom,negative
dumnan kaji peugah ngeut mandum ek ok,neutral
hai tgk kon ipeuset boh hanapeuset mou gadoh ipeset nek teet,negative
peureute geuleupak teugoem pasukan rungkhoem kajak cang panah bak tiktok,negative
kah jak beu prang kedro bek le jadikan getanyoe rakyat korban,neutral
guru tk ka merdeka soe nyang tem laen baknyan,neutral
merunoe sejarah ldile penonton pie hana kem,neutral
mantap ju kupegah,positive
loen ikoet bang,neutral
kapike tari that kah mata lam na raya male tan,negative
ala hy cut bui paleh male meubacut tan,negative
peu ka nyan,negative
hana otak nyan keuh nyan ureung hana fungsi muno kah tro perut lage,negative
aneuk muda yg bek panik y mantap apache,positive
nyan quotquotquot,neutral
adu domba beraksi brgawat that nyan hai,neutral
apache berrh tat jih,positive
jelah,neutral
batoi rakan nyan,neutral
peu kah peugah jak touh ek ile awakkah,negative
ya bek pilih aju hanteu peeh bangsa aceh,neutral
hai aduen kamoe masyarakat sengsara minyek gas cukop jay bak droteh kamoe rakyat wate me magun memita gas cukop susah kepe siet hase nanggroe teh melimpah tulong kamoe rakyat,neutral
pu cyit awak aceh krak that dum dimaya,neutral
hana ureung dukung kah,neutral
kamo mardka aceh,neutral
haba syeh ki na meungandong bacut kkecewaan amp putoh asa bek lagee nyan hai tgk,neutral
syehki yg jeut preeh brok,neutral
bereh lagu apache khas aceh bangen bahasa ken lage si beregek habis irama gop dum bajak bahasa pih mejampu gen b indo,positive
cakep bang irama music jeih bermakna berwarna tamah lom bang bah tama rame lebeh hudep lom dunia nyo,positive
yg peugah nyan hana meuteumeung peeng perdamaianbak ri,neutral
apapiem peugah haba ekk mandum,negative
kiban merdeka bak gedong wali nanggroe malam minggu lheuh mugreb awak ineng ipetamong lon na ku kalen awak ineng dre honda beat itambrbak gedong wali ka ipeget mangat awak duk hinan jino,neutral
tah brat me wewet pu hana meu phom agama,neutral
bereh ngon lon,positive
syehki keturunan bui,negative
tari that lagee buleuen limong blah,positive
rakyat lon nyang that jroeh akai lagee aneuk droeneuh,positive
ebok mansaboh boh,negative
kitap hijoe na neu beut bang,neutral
hai puko awak pa partai pih kon lee gam awak pejuang nanggroe hana meu urusan partai,negative
tgk pusaka kiban han dipethuen jih ka proyek bak si manaf,neutral
bak pugah haba that munyak ni buet bek katanyoeng,negative
abu syik nyan pu thon lahee jih,neutral
kanda wabup meusaneut,positive
pue tgk pki nyan aneuk yahudi,negative
bek le that marit wahe ee rakan jno ka thon peu lom preh jno ji meu prang bek le rantam lon haek le kukalon awak jawa,negative
so yg teupileh jeut gubernur eunteuk tiep uroe jumat peugeut pengajian al quran kanto gampong ureung gampong pih le tat hanjeut beut ci tes sidro mandum meu ok ok hana pue tapeukhem gob thee droe bek sok caroeng,positive
nyo apache cit hana pat koh nyoe nyang geukheun lagu aceh jino,positive
cheky nyan koen sidroe manusia yg waras si cheky si droe ureung yg caroeng n bijak orang bijak menyerang peribadi cheky menyerang bodoh,negative
nyan ulama daerah loen meulaboh ayah nda gob nyan ge pedong mesjid boh tameh kdro ubena raya,neutral
komaih si fadlon bajeung asee an brat that meu fitnah ka ipeugah haba kreuh urat takue bak kheun keu ulama yg pateh pih lage lempap oek maih mandum yg pateh,negative
le that geu prak haba,negative
makajih hana iperuno bak sikula,neutral
kepeu kah moe hai nong,neutral
menyo lagenyan cukop butoi,neutral
ka muubuet br nyak khalis nyan manoe buo sang hi,neutral
ha ha ha berehthat,positive
nyo setuju aceh merdeka pu jak peu asee dro partai ata ri partai lokal nkri chit kiban tacok merdeka puko,negative
syekhi laknatillah penghuni neraka jahanam biadab kah syekhi bek peugah haba lee bak media syekhi biadab terkutuk penghuni neraka jahanam,negative
aceh pidie careng jieh wali nangroe pidie,positive
wali ekpuko nyan haba raya,negative
nyan peugah teuk syariat islam lage kafe salam dr ank pujakusuma,negative
hana peng ngon blo bude kaum nanggro,neutral
galak teu tanyoe lagu nyoe,positive
tgk tanggung dum,neutral
janji palsu kajak blah ma keuh keudeeh brka meuploh thon haba soet braphai kombatan watee ka to pilkada lheuh nyan lhee soet lom,negative
pueledtat kajak pegah pakon han kajak atou dikah,neutral
brat kuh teuingat keu ngon lon dilebrmasamasa peudeh troh indomie duabrkadang saboh andok meupakek duabrkadang lon dom dirumoh gobnyanbrkadang gobnyan dom dirumoh lonbrtapi lebeh kayem kamo meujaga keude kupi brtapi jino kana jalan,neutral
kibat bereh,positive
ok kamoe preeh seulanjutjieh,neutral
hy ulama bek kateunak nyo hana ulama brat lom zalem lam bumo ge tanyo puumbong sapu tan camat kon presiden kon nyo ulama kageutuoh pulom ge jino nyo kubih ikah et ka lawan rimung nyo han kaim sadar dro keuh teunak ulama,positive
bek lahe bergek beuh,neutral
rakyat mendukung tinggal sistem hukom adat hukom allah sunah rasul yg pejalan ganto potemerehum sou ganto siyah kuala yg mat hukom allah sunah ijak kipas,positive
hana,negative
keumeuneuk get nanggroe,neutral
pugat lage buet pubuet lage meujanji brbek pugah kon lage buet pubuet lage pukomaakeuh,neutral
lam kanto nanggro tanyo hana syedara brpeu haba pejabat pejabat yg olah aneuk kumun dum kerja dikanto br,neutral
kon ureung aceh awak kah betoi ureung pungooooo,negative
bereh that ditunggu thanks udah berbagi gratis bereh mantap,positive
kakut mandum nyang prokator peukasoe aceh,negative
aneuk yatim deuk dum y keleuh kapakat meuprang peu ta pakek beudee ie,positive
cit perlee sesosok pejuwang lagee droe bg imran ngat mehoe peng anuek bang sa lagee peng ija gafhan sep sedih watee tarenung lekot kepiah tgku na yg melagu anggaran peng anuk bangsa,neutral
bereh lagu apache kalheuh kuliah,positive
aceh merdeka takbir,neutral
bek na lagak peci sagai,neutral
hai fadlon njoe lon kasem,neutral
imran ase yg cok nikmat ngen imanah,negative
butoi butoi sit hba abu cyik menye nyan tenak lju,neutral
alay hy tngku pegepeged but,neutral
taeeeeeek quotpungo,negative
soboh ka,neutral
bumoe aceh jameun bangga teuh bumoe seramoe mekkah jinoe bumoe seramoe ka beukah,positive
bereh apache lgu mju truss broo,positive
bek mumanglee syara spanduk kaleuh meucetak ngen bahasa inggris teurimong awaknyaknyan kana pembicara pih ka,neutral
hana istilah basi lagu nyoe hehe,positive
spbu handidengoe meunyoe hana bsrkoet perintsh gubernur hana yum,neutral
abu pahlawan bangsa aceh allah akbar,positive
apache awak pane lon awak aceh timur,neutral
aceh bangket lom,positive
si uroe goe kuputa lhok that makna lagu nyoe sukses sabe apache,positive
ka tembak bak ule geuh keudeh,negative
nek pap lmo,negative
katinggai boh kreh,negative
bek neu ok ok ci newow drow neuh caroong beek gop mandum bangai bek okok iluwa,negative
kajak pan lemou kekedek nyou komadou merehom daya aceh jaja awak dren jet nemedawa,negative
jroh jroh jroh bereh lanjutkan perjuangan,positive
oh wate tamuprang pion pion yujak uke awaknyan plung ulua nanggro ken lage pejuang hamas yg rayek rayek dike dideng tanyo aceh ken lagenyan bouh pajan merdeka tanyo aceh nyan kaleh lon sapu tan lon menyo ka geken le ulama kageyu jihat,positive
tanyo saboh agama bek saleng meu hina mari samaquottapike jroh,positive
awak aceh poh bangsa aceh bereh tat,neutral
bek peh tem kirim keluen sikrek bueh mangat kutran iblih,negative
betoi tat abu syik hambo laju beu habeh kebandet aceh,neutral
akhe jih na cit penyanyi aceh berkualiti pake musik original hana copy paste lagu india lagee siblah,positive
peusijuk nyan koen ahlan wasahlan bak kalungan bunga laein,neutral
abu muda gunong meuh aceh barat,neutral
kreatif keren salut to apache saleum,positive
bak takaloen muka ka leubeh tuha aneuk yah,neutral
betoy lage droe peuggah abu,neutral
